Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Genotype,Group,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,Tissue
SRR17266715,postnatal 21 days,RNA-Seq,150,210523050,PRJNA789927,SAMN24174706,85503308,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444849,wild type,PN90,NextSeq 500,GSM5740817,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740817,Lung,SRP351417,C57BL/6,lung
SRR17266721,postnatal 21 days,RNA-Seq,150,132166350,PRJNA789927,SAMN24174824,53822784,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444843,wild type,PN21,NextSeq 500,GSM5740699,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740699,Lung,SRP351417,C57BL/6,lung
SRR17266722,postnatal 21 days,RNA-Seq,150,1314300,PRJNA789927,SAMN24174825,620655,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444842,wild type,PN21,NextSeq 500,GSM5740698,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740698,Lung,SRP351417,C57BL/6,lung
SRR17266724,postnatal 21 days,RNA-Seq,150,100567350,PRJNA789927,SAMN24174827,41337026,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444840,wild type,PN21,NextSeq 500,GSM5740696,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740696,Lung,SRP351417,C57BL/6,lung
SRR17266730,postnatal 21 days,RNA-Seq,150,376555650,PRJNA789927,SAMN24174833,154938896,STANFORD UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX13444834,wild type,PN21,NextSeq 500,GSM5740690,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740690,Lung,SRP351417,C57BL/6,lung
SRR17266184,postnatal 21 days,RNA-Seq,150,155620050,PRJNA789927,SAMN24174852,64322874,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444503,wild type,PN21,NextSeq 500,GSM5740671,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740671,Lung,SRP351417,C57BL/6,lung
SRR17266186,postnatal 21 days,RNA-Seq,150,196020900,PRJNA789927,SAMN24174854,80590692,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444501,wild type,PN21,NextSeq 500,GSM5740669,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740669,Lung,SRP351417,C57BL/6,lung
SRR17266188,postnatal 21 days,RNA-Seq,150,247804950,PRJNA789927,SAMN24174856,102195765,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444499,wild type,PN21,NextSeq 500,GSM5740667,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740667,Lung,SRP351417,C57BL/6,lung
SRR17266192,postnatal 21 days,RNA-Seq,150,199418250,PRJNA789927,SAMN24174860,82056139,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444495,wild type,PN21,NextSeq 500,GSM5740663,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740663,Lung,SRP351417,C57BL/6,lung
SRR17266200,postnatal 21 days,RNA-Seq,150,282453300,PRJNA789927,SAMN24174868,115867515,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444487,wild type,PN21,NextSeq 500,GSM5740655,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740655,Lung,SRP351417,C57BL/6,lung
SRR17266209,postnatal 21 days,RNA-Seq,150,78620400,PRJNA789927,SAMN24174877,32602694,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444478,wild type,PN21,NextSeq 500,GSM5740646,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740646,Lung,SRP351417,C57BL/6,lung
SRR17266210,postnatal 21 days,RNA-Seq,150,220393500,PRJNA789927,SAMN24174878,90699978,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444817,wild type,PN21,NextSeq 500,GSM5740645,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740645,Lung,SRP351417,C57BL/6,lung
SRR17266217,postnatal 21 days,RNA-Seq,150,148870350,PRJNA789927,SAMN24174969,62160792,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444470,wild type,PN21,NextSeq 500,GSM5740554,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740554,Lung,SRP351417,C57BL/6,lung
SRR17266219,postnatal 21 days,RNA-Seq,150,253640700,PRJNA789927,SAMN24174971,104378629,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444468,wild type,PN21,NextSeq 500,GSM5740552,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740552,Lung,SRP351417,C57BL/6,lung
SRR17266221,postnatal 21 days,RNA-Seq,150,146458200,PRJNA789927,SAMN24174973,61518589,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444466,wild type,PN21,NextSeq 500,GSM5740550,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740550,Lung,SRP351417,C57BL/6,lung
SRR17266226,postnatal 21 days,RNA-Seq,150,105431700,PRJNA789927,SAMN24174978,44338676,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444461,wild type,PN21,NextSeq 500,GSM5740545,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740545,Lung,SRP351417,C57BL/6,lung
SRR17266227,postnatal 21 days,RNA-Seq,150,152745900,PRJNA789927,SAMN24174979,63915536,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444460,wild type,PN21,NextSeq 500,GSM5740544,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740544,Lung,SRP351417,C57BL/6,lung
SRR17266239,postnatal 21 days,RNA-Seq,150,183644550,PRJNA789927,SAMN24174990,76048418,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444305,wild type,PN21,NextSeq 500,GSM5740533,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740533,Lung,SRP351417,C57BL/6,lung
SRR17266241,postnatal 21 days,RNA-Seq,150,4950,PRJNA789927,SAMN24174316,60931,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444447,wild type,PN120,NextSeq 500,GSM5741207,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741207,Lung,SRP351417,C57BL/6,lung
SRR17266249,postnatal 21 days,RNA-Seq,150,193829850,PRJNA789927,SAMN24174352,80207130,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444439,wild type,PN120,NextSeq 500,GSM5741171,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741171,Lung,SRP351417,C57BL/6,lung
SRR17266250,postnatal 21 days,RNA-Seq,150,194484450,PRJNA789927,SAMN24174353,79806406,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444438,wild type,PN120,NextSeq 500,GSM5741170,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741170,Lung,SRP351417,C57BL/6,lung
SRR17266251,postnatal 21 days,RNA-Seq,150,293041800,PRJNA789927,SAMN24174354,119303084,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444437,wild type,PN120,NextSeq 500,GSM5741169,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741169,Lung,SRP351417,C57BL/6,lung
SRR17266253,postnatal 21 days,RNA-Seq,150,245542200,PRJNA789927,SAMN24174356,100483823,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444435,wild type,PN120,NextSeq 500,GSM5741167,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741167,Lung,SRP351417,C57BL/6,lung
SRR17266262,postnatal 21 days,RNA-Seq,150,312830400,PRJNA789927,SAMN24174365,127383311,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444426,wild type,PN120,NextSeq 500,GSM5741158,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741158,Lung,SRP351417,C57BL/6,lung
SRR17266269,postnatal 21 days,RNA-Seq,150,218274900,PRJNA789927,SAMN24174372,90561713,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444419,wild type,PN120,NextSeq 500,GSM5741151,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741151,Lung,SRP351417,C57BL/6,lung
SRR17266279,postnatal 21 days,RNA-Seq,150,281375400,PRJNA789927,SAMN24174718,114189771,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444409,wild type,PN90,NextSeq 500,GSM5740805,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740805,Lung,SRP351417,C57BL/6,lung
SRR17266281,postnatal 21 days,RNA-Seq,150,206881050,PRJNA789927,SAMN24174720,83072126,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444407,wild type,PN90,NextSeq 500,GSM5740803,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740803,Lung,SRP351417,C57BL/6,lung
SRR17266282,postnatal 21 days,RNA-Seq,150,132831000,PRJNA789927,SAMN24174721,54566614,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444406,wild type,PN90,NextSeq 500,GSM5740802,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740802,Lung,SRP351417,C57BL/6,lung
SRR17266286,postnatal 21 days,RNA-Seq,150,115657650,PRJNA789927,SAMN24174725,46104032,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444402,wild type,PN90,NextSeq 500,GSM5740798,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740798,Lung,SRP351417,C57BL/6,lung
SRR17266289,postnatal 21 days,RNA-Seq,150,289932150,PRJNA789927,SAMN24174728,118273683,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444399,wild type,PN90,NextSeq 500,GSM5740795,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740795,Lung,SRP351417,C57BL/6,lung
SRR17266290,postnatal 21 days,RNA-Seq,150,13528050,PRJNA789927,SAMN24174729,5733103,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444398,wild type,PN90,NextSeq 500,GSM5740794,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740794,Lung,SRP351417,C57BL/6,lung
SRR17266292,postnatal 21 days,RNA-Seq,150,241890600,PRJNA789927,SAMN24174731,99654910,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444396,wild type,PN90,NextSeq 500,GSM5740792,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740792,Lung,SRP351417,C57BL/6,lung
SRR17266298,postnatal 21 days,RNA-Seq,150,293801850,PRJNA789927,SAMN24174737,119408033,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444390,wild type,PN90,NextSeq 500,GSM5740786,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740786,Lung,SRP351417,C57BL/6,lung
SRR17266303,postnatal 21 days,RNA-Seq,150,248598750,PRJNA789927,SAMN24174770,101846938,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444385,wild type,PN90,NextSeq 500,GSM5740753,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740753,Lung,SRP351417,C57BL/6,lung
SRR17266307,postnatal 21 days,RNA-Seq,150,208533450,PRJNA789927,SAMN24174774,84994236,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444381,wild type,PN90,NextSeq 500,GSM5740749,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740749,Lung,SRP351417,C57BL/6,lung
SRR17266313,postnatal 21 days,RNA-Seq,150,149313150,PRJNA789927,SAMN24174780,61472182,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444375,wild type,PN90,NextSeq 500,GSM5740743,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740743,Lung,SRP351417,C57BL/6,lung
SRR17266315,postnatal 21 days,RNA-Seq,150,191379000,PRJNA789927,SAMN24174782,78502295,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444373,wild type,PN90,NextSeq 500,GSM5740741,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740741,Lung,SRP351417,C57BL/6,lung
SRR17266316,postnatal 21 days,RNA-Seq,150,181044750,PRJNA789927,SAMN24174783,74260845,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444372,wild type,PN90,NextSeq 500,GSM5740740,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740740,Lung,SRP351417,C57BL/6,lung
SRR17266318,postnatal 21 days,RNA-Seq,150,273761400,PRJNA789927,SAMN24174785,110629035,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444370,wild type,PN90,NextSeq 500,GSM5740738,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740738,Lung,SRP351417,C57BL/6,lung
SRR17266320,postnatal 21 days,RNA-Seq,150,300391500,PRJNA789927,SAMN24174787,122309220,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444368,wild type,PN90,NextSeq 500,GSM5740736,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740736,Lung,SRP351417,C57BL/6,lung
SRR17266331,postnatal 21 days,RNA-Seq,150,117538800,PRJNA789927,SAMN24174798,46426038,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444357,wild type,PN90,NextSeq 500,GSM5740725,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740725,Lung,SRP351417,C57BL/6,lung
SRR17266334,postnatal 21 days,RNA-Seq,150,307412400,PRJNA789927,SAMN24174801,124169810,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444354,wild type,PN90,NextSeq 500,GSM5740722,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740722,Lung,SRP351417,C57BL/6,lung
SRR17266342,postnatal 21 days,RNA-Seq,150,186689100,PRJNA789927,SAMN24174809,76722800,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444346,wild type,PN90,NextSeq 500,GSM5740714,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740714,Lung,SRP351417,C57BL/6,lung
SRR17266344,postnatal 21 days,RNA-Seq,150,251557200,PRJNA789927,SAMN24174811,103051835,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444344,wild type,PN90,NextSeq 500,GSM5740712,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740712,Lung,SRP351417,C57BL/6,lung
SRR17266351,postnatal 21 days,RNA-Seq,150,188046600,PRJNA789927,SAMN24174818,77562589,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444337,wild type,PN21,NextSeq 500,GSM5740705,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740705,Lung,SRP351417,C57BL/6,lung
SRR17266367,postnatal 21 days,RNA-Seq,150,243703350,PRJNA789927,SAMN24174918,101276032,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444321,wild type,PN21,NextSeq 500,GSM5740605,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740605,Lung,SRP351417,C57BL/6,lung
SRR17266372,postnatal 21 days,RNA-Seq,150,226906800,PRJNA789927,SAMN24174923,93432056,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444316,wild type,PN21,NextSeq 500,GSM5740600,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740600,Lung,SRP351417,C57BL/6,lung
SRR17266373,postnatal 21 days,RNA-Seq,150,262917900,PRJNA789927,SAMN24174924,108495354,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444315,wild type,PN21,NextSeq 500,GSM5740599,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740599,Lung,SRP351417,C57BL/6,lung
SRR17266376,postnatal 21 days,RNA-Seq,150,217273500,PRJNA789927,SAMN24174927,89786081,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444312,wild type,PN21,NextSeq 500,GSM5740596,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740596,Lung,SRP351417,C57BL/6,lung
SRR17266379,postnatal 21 days,RNA-Seq,150,218885400,PRJNA789927,SAMN24174930,91484301,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444309,wild type,PN21,NextSeq 500,GSM5740593,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740593,Lung,SRP351417,C57BL/6,lung
SRR17266385,postnatal 21 days,RNA-Seq,150,223014450,PRJNA789927,SAMN24174992,93178859,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444303,wild type,PN21,NextSeq 500,GSM5740531,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740531,Lung,SRP351417,C57BL/6,lung
SRR17266388,postnatal 21 days,RNA-Seq,150,254189250,PRJNA789927,SAMN24174995,104459321,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444300,wild type,PN21,NextSeq 500,GSM5740528,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740528,Lung,SRP351417,C57BL/6,lung
SRR17266389,postnatal 21 days,RNA-Seq,150,217230150,PRJNA789927,SAMN24174996,90421545,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444299,wild type,PN21,NextSeq 500,GSM5740527,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740527,Lung,SRP351417,C57BL/6,lung
SRR17266393,postnatal 21 days,RNA-Seq,150,225369600,PRJNA789927,SAMN24175000,93121985,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444295,wild type,PN21,NextSeq 500,GSM5740523,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740523,Lung,SRP351417,C57BL/6,lung
SRR17266396,postnatal 21 days,RNA-Seq,150,262354050,PRJNA789927,SAMN24175003,108623057,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444292,wild type,PN21,NextSeq 500,GSM5740520,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740520,Lung,SRP351417,C57BL/6,lung
SRR17266399,postnatal 21 days,RNA-Seq,150,241639800,PRJNA789927,SAMN24175006,100138745,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444289,wild type,PN21,NextSeq 500,GSM5740517,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740517,Lung,SRP351417,C57BL/6,lung
SRR17266404,postnatal 21 days,RNA-Seq,150,243322500,PRJNA789927,SAMN24175011,101086344,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444284,wild type,PN21,NextSeq 500,GSM5740512,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740512,Lung,SRP351417,C57BL/6,lung
SRR17266405,postnatal 21 days,RNA-Seq,150,236471250,PRJNA789927,SAMN24175012,98030476,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444283,wild type,PN21,NextSeq 500,GSM5740511,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740511,Lung,SRP351417,C57BL/6,lung
SRR17266406,postnatal 21 days,RNA-Seq,150,242556300,PRJNA789927,SAMN24175013,100793305,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444282,wild type,PN21,NextSeq 500,GSM5740510,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740510,Lung,SRP351417,C57BL/6,lung
SRR17266411,postnatal 21 days,RNA-Seq,150,179326050,PRJNA789927,SAMN24175018,74279374,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444761,wild type,PN21,NextSeq 500,GSM5740505,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5740505,Lung,SRP351417,C57BL/6,lung
SRR17266413,postnatal 21 days,RNA-Seq,150,160866450,PRJNA789927,SAMN24174432,65816303,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444275,wild type,PN120,NextSeq 500,GSM5741091,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741091,Lung,SRP351417,C57BL/6,lung
SRR17266414,postnatal 21 days,RNA-Seq,150,99858600,PRJNA789927,SAMN24174433,41469719,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444274,wild type,PN120,NextSeq 500,GSM5741090,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741090,Lung,SRP351417,C57BL/6,lung
SRR17266425,postnatal 21 days,RNA-Seq,150,119890650,PRJNA789927,SAMN24174444,49898211,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444263,wild type,PN120,NextSeq 500,GSM5741079,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741079,Lung,SRP351417,C57BL/6,lung
SRR17266426,postnatal 21 days,RNA-Seq,150,246963750,PRJNA789927,SAMN24174445,102407165,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444262,wild type,PN120,NextSeq 500,GSM5741078,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741078,Lung,SRP351417,C57BL/6,lung
SRR17266430,postnatal 21 days,RNA-Seq,150,223800300,PRJNA789927,SAMN24174449,93077351,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444258,wild type,PN120,NextSeq 500,GSM5741074,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741074,Lung,SRP351417,C57BL/6,lung
SRR17266437,postnatal 21 days,RNA-Seq,150,251899650,PRJNA789927,SAMN24174456,102970475,STANFORD UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13444251,wild type,PN120,NextSeq 500,GSM5741067,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-12-06T00:00:00Z,GSM5741067,Lung,SRP351417,C57BL/6,lung
